name,new_class
J104131.88+115758.5.jpg,2
J133410.21+045206.4.jpg,1
J130545.73+120308.5.jpg,2
J152221.94+003143.6.jpg,0
J081725.68+453452.3.jpg,2
J173042.33+563821.7.jpg,1
J213353.58-071046.8.jpg,2
J095211.46+010543.6.jpg,2
J073420.83+314419.7.jpg,0
J231240.78-102306.5.jpg,0
J082910.21+305756.4.jpg,2
J080720.24+510753.7.jpg,0
J122207.69+085921.9.jpg,3
J093400.95+335926.5.jpg,0
J150955.52+012411.1.jpg,3
J133516.20+444541.0.jpg,3
J144328.19+034701.3.jpg,0
J101101.28+031329.7.jpg,1
J144425.40+415140.6.jpg,1
J080912.77+380103.6.jpg,2
J102204.70+124110.0.jpg,3
J010709.16-003718.2.jpg,0
J140009.00+040450.8.jpg,2
J025405.27-072042.2.jpg,0
J100355.45+105300.5.jpg,0
J221444.98+135047.4.jpg,1
J165328.84+293730.9.jpg,0
J164755.71+314736.9.jpg,2
J133904.36-031734.1.jpg,0
J170702.62+641933.4.jpg,3
J015441.04-000836.1.jpg,0
J074645.37+310011.4.jpg,0
J074848.27+295009.1.jpg,1
J103254.95+120225.1.jpg,0
J124552.33-014048.8.jpg,0
J083842.19+433223.9.jpg,2
J160720.21+302846.5.jpg,2
J015132.89-084703.2.jpg,2
J100557.75+023459.6.jpg,2
J125948.57+461250.7.jpg,3
J155024.64+064620.1.jpg,3
J080118.50+271245.4.jpg,2
J081756.27+470719.3.jpg,0
J123317.60+575620.1.jpg,3
J100518.52+053410.8.jpg,0
J083310.16+494005.3.jpg,0
J085624.24+515247.0.jpg,1
J110238.88+511031.5.jpg,3
J141408.97+431150.4.jpg,0
J155328.90+413449.6.jpg,0
J161907.94+403024.3.jpg,2
J170436.47+311508.4.jpg,3
J095850.25+011003.1.jpg,2
J133535.16+400640.0.jpg,1
J144518.87+384821.2.jpg,2
J141210.09+544410.5.jpg,3
J132433.98+592018.6.jpg,2
J132214.68-030517.4.jpg,1
J173136.32+560045.4.jpg,2
J121737.85+514909.0.jpg,2
J132806.79+560243.2.jpg,1
J155948.71+371208.3.jpg,2
J102553.05+091915.8.jpg,2
J141709.38+631824.9.jpg,3
J120958.78+580336.9.jpg,0
J081010.73+245231.9.jpg,2
J161237.21+392508.5.jpg,1
J115914.99+423400.6.jpg,3
J085939.28+074923.1.jpg,2
J153959.89+442757.5.jpg,3
J123106.49+043517.7.jpg,2
J163122.58+391004.1.jpg,2
J231142.05+150638.2.jpg,2
J123849.38+445730.7.jpg,2
J140816.54+580601.0.jpg,2
J121925.23+003751.4.jpg,1
J141353.52+455213.7.jpg,2
J155618.32+432443.1.jpg,3
J074155.99+411339.4.jpg,2
J081223.21+282423.9.jpg,2
J000321.63-095859.8.jpg,0
J120702.25+584959.2.jpg,2
J211724.89+101353.8.jpg,2
J110602.35+042545.7.jpg,3
J075229.69+232004.2.jpg,2
J010836.59+154909.5.jpg,3
J014805.08-082102.1.jpg,2
J090145.19+003118.7.jpg,3
J164125.05+244230.7.jpg,2
J100302.19+393939.1.jpg,3
J012853.77+144314.5.jpg,2
J154858.74+085430.3.jpg,0
J160435.34+331935.0.jpg,0
J091841.72+522523.9.jpg,1
J162818.43+334748.7.jpg,1
J125850.78+523913.0.jpg,2
J080217.05+402526.1.jpg,1
J110323.31+124914.0.jpg,3
J111856.00+001035.9.jpg,3
J103419.70+564423.7.jpg,0
J021106.35-003920.8.jpg,3
J115052.69+530359.9.jpg,2
J224534.30-084500.0.jpg,2
J121403.95-000410.7.jpg,1
J102542.13+004546.8.jpg,1
J080344.49+352034.3.jpg,0
J083409.88+514921.0.jpg,1
J101815.28+070219.8.jpg,4
J090614.73+045833.9.jpg,3
J144342.53+564414.1.jpg,0
J032246.99+000855.9.jpg,3
J123438.31+493627.5.jpg,0
J080423.13+433457.2.jpg,2
J162850.16+395006.3.jpg,3
J151827.80+331207.8.jpg,0
J092445.93+392408.1.jpg,0
J121858.26+051516.2.jpg,0
J113243.10-021154.9.jpg,2
J084548.19+443309.9.jpg,0
J084843.52+344811.7.jpg,0
J141549.18+394752.4.jpg,0
J092045.86+334216.2.jpg,1
J205212.76-054754.0.jpg,3
J214726.30-075047.1.jpg,1
J085509.01+522813.6.jpg,3
J155751.53+461824.4.jpg,3
J020400.01-090621.4.jpg,0
J023120.79-080413.8.jpg,0
J095135.32+002605.0.jpg,4
J135844.70+022724.5.jpg,3
J122544.08+613112.4.jpg,0
J004037.85-001950.4.jpg,3
J110321.00+065028.0.jpg,0
J135601.44+423306.5.jpg,2
J163422.68+480343.1.jpg,0
J114525.79+000008.0.jpg,1
J130457.41+120444.6.jpg,0
J034511.70-063425.9.jpg,3
J110511.27+414429.1.jpg,2
J230326.07-094852.3.jpg,2
J163033.28+394950.6.jpg,2
J111859.85+564918.1.jpg,1
J231752.39+005634.1.jpg,2
J131256.70+472723.9.jpg,2
J100346.81+132340.1.jpg,0
J010810.89-000604.8.jpg,3
J125956.41+471220.0.jpg,0
J102031.12+031339.6.jpg,0
J092644.72+010915.4.jpg,3
J155457.22+394109.8.jpg,1
J120527.86+124210.4.jpg,3
J135409.37+604040.9.jpg,1
J101618.22+601842.3.jpg,0
J130650.83+533248.9.jpg,1
J165855.14+363119.4.jpg,3
J165345.54+331222.3.jpg,0
J132858.80+615451.3.jpg,2
J143222.70+565108.3.jpg,0
J204813.52-054741.7.jpg,3
J163941.27+233053.6.jpg,3
J134016.76+544626.9.jpg,1
J125839.78+525849.5.jpg,3
J112316.13+534714.0.jpg,1
J105910.46+501549.5.jpg,2
J090844.56+494528.0.jpg,2
J003834.00-090647.9.jpg,0
J115233.68+485655.4.jpg,2
J015946.76-001657.6.jpg,2
J003457.97-092031.9.jpg,1
J102041.25+135803.7.jpg,2
J162710.96+391818.4.jpg,0
J123918.52+424126.6.jpg,1
J112155.47+025821.4.jpg,2
J172351.05+581918.3.jpg,3
J113917.57+104533.8.jpg,2
J141920.29+043622.9.jpg,2
J161330.07+290836.2.jpg,1
J170315.41+383916.2.jpg,2
J123440.69+031925.9.jpg,4
J123433.81+585704.2.jpg,2
J011508.33+145403.4.jpg,2
J014308.10-085928.9.jpg,2
J100328.81+463741.9.jpg,2
J155050.86+281552.3.jpg,0
J010433.51-001912.4.jpg,0
J123217.30+472011.0.jpg,0
J211429.46-081158.8.jpg,4
J153305.95-013751.5.jpg,3
J210404.08+095503.3.jpg,1
J121156.95+611953.7.jpg,3
J092413.77+513028.9.jpg,2
J114939.72-033146.8.jpg,1
J091312.31+511653.3.jpg,1
J150528.50+430635.7.jpg,3
J073616.80+330721.7.jpg,2
J233709.60+155458.0.jpg,0
J141432.06+031124.8.jpg,2
J091824.41+545357.9.jpg,2
J111105.61+034457.5.jpg,0
J093418.76+591106.8.jpg,0
J111521.97+555826.0.jpg,0
J115531.66+545356.0.jpg,1
J114812.18+525107.5.jpg,0
J140128.01+021631.5.jpg,3
J125039.19+475602.9.jpg,2
J073422.21+265144.9.jpg,0
J123610.11+050510.1.jpg,2
J091710.70+365741.9.jpg,4
J213741.44+005316.9.jpg,2
J084131.69+511448.0.jpg,3
J230345.61-082645.7.jpg,1
J152728.73+492106.8.jpg,0
J095127.36+055337.7.jpg,2
J113402.11+053126.3.jpg,2
J155437.22+394541.7.jpg,0
J015710.06+145501.1.jpg,3
J091256.42+340345.1.jpg,3
J002609.29-094545.4.jpg,2
J083144.63+394014.0.jpg,0
J090519.40+373649.3.jpg,1
J131946.74+481223.7.jpg,2
J113822.47+450647.3.jpg,1
J094859.70+022743.0.jpg,4
J155910.46+051326.3.jpg,0
J160629.39+484919.9.jpg,3
J163349.61+391547.4.jpg,2
J085523.51+545702.2.jpg,0
J120915.32+413639.7.jpg,0
J165430.73+194615.5.jpg,0
J010338.81-002927.8.jpg,3
J105010.72+564337.4.jpg,2
J115406.21+591706.7.jpg,1
J102403.27+420629.8.jpg,0
J131005.91+630521.0.jpg,3
J081123.29+460751.9.jpg,1
J121602.20+122953.1.jpg,0
J225936.26+132211.4.jpg,0
J150645.48+404051.5.jpg,2
J123452.15+472233.3.jpg,3
J102926.02+601743.9.jpg,1
J154305.57+440700.3.jpg,0
J154211.49+063847.9.jpg,3
J013720.99+142746.5.jpg,3
J150520.30+042844.0.jpg,2
J124555.48+423343.1.jpg,0
J105800.79+115913.9.jpg,2
J161617.59+475853.0.jpg,4
J012223.77-005230.7.jpg,3
J121722.45+533323.4.jpg,2
J164148.76+414907.4.jpg,2
J150654.85+001110.8.jpg,1
J161048.46+252612.1.jpg,2
J163230.41+222442.4.jpg,2
J085408.51+002954.8.jpg,2
J160706.71+520759.6.jpg,0
J091228.01+531547.0.jpg,2
J164118.89+221643.5.jpg,0
J145916.89+541758.1.jpg,2
J134100.25+422553.1.jpg,2
J101126.45+382649.2.jpg,1
J002515.13-010642.3.jpg,2
J130819.16+452142.1.jpg,1
J135816.03+384836.8.jpg,0
J095119.23+361039.4.jpg,3
J150806.79+521927.6.jpg,1
J223936.24-004128.7.jpg,3
J104031.83+065213.1.jpg,0
J112816.10+005325.9.jpg,3
J155534.12+530200.0.jpg,0
J235744.11-001029.8.jpg,1
J162927.93+485030.2.jpg,1
J162502.36+405647.8.jpg,2
J172709.82+593624.1.jpg,2
J140928.83-015423.0.jpg,2
J122337.49-002821.3.jpg,3
J154013.72+395414.8.jpg,0
J110237.75+590731.0.jpg,1
J144958.76+523634.7.jpg,2
J013108.92+003123.4.jpg,3
J103047.60+012901.9.jpg,2
J131148.29+623903.9.jpg,1
J112306.93+651506.6.jpg,3
J001601.59+001048.2.jpg,0
J104951.04+395216.5.jpg,2
J092221.41+533624.7.jpg,1
J024927.94-005222.8.jpg,3
J085039.98+362807.5.jpg,3
J084402.63+551354.0.jpg,2
J100524.08+003237.9.jpg,2
J115844.30+600806.7.jpg,0
J081351.64+352934.5.jpg,0
J170758.95+632140.6.jpg,0
J231815.67+001540.2.jpg,3
J022751.50+003001.9.jpg,3
J103930.17+444147.6.jpg,1
J073106.44+392639.9.jpg,3
J212148.84+103921.8.jpg,0
J160017.09+273556.6.jpg,0
J162540.94+410141.8.jpg,2
J131056.00+112833.9.jpg,3
J101109.41+074649.0.jpg,3
J124250.72-014850.9.jpg,0
J112215.39+671318.5.jpg,0
J152945.00+425507.1.jpg,2
J101746.00+104355.2.jpg,0
J092839.42+551035.0.jpg,0
J142533.98-030131.7.jpg,3
J151132.85+014655.3.jpg,0
J094512.44+534112.6.jpg,2
J110856.42+002657.8.jpg,0
J101209.54+060421.4.jpg,2
J093249.25+622012.3.jpg,2
J105438.04+472813.0.jpg,0
J134939.77+474907.9.jpg,2
J080726.40+390058.3.jpg,2
J112014.12+500131.0.jpg,0
J025246.10-083615.7.jpg,0
J113850.21+573022.8.jpg,2
J114519.52-023457.0.jpg,0
J091032.93+013556.0.jpg,0
J101312.29+123927.0.jpg,3
J163309.59+345534.7.jpg,2
J092934.63+451708.5.jpg,4
J020851.35+132148.9.jpg,2
J100431.82+380021.7.jpg,3
J133102.60+112200.5.jpg,0
J092829.44+073415.1.jpg,2
J014657.10-103204.2.jpg,3
J114728.54+502552.9.jpg,3
J172717.38+582907.6.jpg,1
J022606.71-001954.9.jpg,3
J104500.50+594411.1.jpg,2
J132656.81+444915.9.jpg,0
J153532.70+313117.0.jpg,3
J100103.39+112741.1.jpg,2
J212903.04-002824.8.jpg,3
J091610.67+333146.9.jpg,0
J024558.36-002657.0.jpg,1
J133929.67+463349.6.jpg,2
J085907.22+012627.6.jpg,0
J140836.84+125934.8.jpg,1
J110216.48+441618.1.jpg,0
J134426.41+441620.0.jpg,2
J114537.99+090718.0.jpg,2
J015027.64-083122.4.jpg,2
J111226.69+451554.0.jpg,4
J131305.81+012755.9.jpg,2
J081034.09+052308.8.jpg,1
J123442.11+491928.5.jpg,3
J111834.70+422516.9.jpg,0
J112804.53+414445.3.jpg,0
J114526.10+495244.5.jpg,2
J114750.94+111419.6.jpg,0
J100908.43+622334.7.jpg,0
J112753.68+012108.9.jpg,0
J221431.94+134621.8.jpg,0
J104005.97+555638.9.jpg,2
J130845.11+040939.7.jpg,2
J234125.92-003943.8.jpg,2
J162923.79+405229.8.jpg,0
J074209.26+402206.5.jpg,2
